tree_id,node_id,parent_id,depth,edge_label,full_path,n_children,n_terminal_here,n_measures_subtree,is_branch_point,examples
993,4,1,2,tax wedge on labour costs,tax > rate > on > low > wage > earners > tax > wedge > on > labour > costs,0,1,1,False,Tax rate on low wage earners: Tax wedge on labour costs
994,0,-1,0,teachers,teachers,1,0,1,False,"Teachers working part-time - as % of all teachers, by education level"
994,1,0,1,working part time as of all teachers by education level,teachers > working > part > time > as > of > all > teachers > by > education > level,0,1,1,False,"Teachers working part-time - as % of all teachers, by education level"
995,0,-1,0,technical,technical,1,0,1,False,Technical and vocational education training (TVET)
995,1,0,1,and vocational education training tvet,technical > and > vocational > education > training > tvet,0,1,1,False,Technical and vocational education training (TVET)
996,0,-1,0,terms,terms,1,0,1,False,Terms of trade by items - 5 years % change
996,1,0,1,of trade by items 5 years change,terms > of > trade > by > items > 5 > years > change,0,1,1,False,Terms of trade by items - 5 years % change
997,0,-1,0,territorialised,territorialised,1,0,1,False,"Territorialised road freight transport, by transport coverage – annual data"
997,1,0,1,road freight transport by transport coverage annual data,territorialised > road > freight > transport > by > transport > coverage > annual > data,0,1,1,False,"Territorialised road freight transport, by transport coverage – annual data"
998,0,-1,0,tertiary,tertiary,1,0,2,False,"Tertiary educational attainment by sex | Tertiary educational attainment, age group 30-34"
998,1,0,1,educational attainment,tertiary > educational > attainment,2,0,2,True,"Tertiary educational attainment by sex | Tertiary educational attainment, age group 30-34"
999,0,-1,0,by sex,tertiary > educational > attainment > by > sex,0,1,1,False,Tertiary educational attainment by sex
1000,0,-1,0,age group 30 34,tertiary > educational > attainment > age > group > 30 > 34,0,1,1,False,"Tertiary educational attainment, age group 30-34"
1001,0,-1,0,the,the,1,0,1,False,The real gross disposable income of households per capita (index =
1001,1,0,1,real gross disposable income of households per capita index,the > real > gross > disposable > income > of > households > per > capita > index,0,1,1,False,The real gross disposable income of households per capita (index =
1002,0,-1,0,third,third,1,0,2,False,Third country nationals ordered to leave - annual data (rounded) | Third country nationals returned following an order to leave - annual data (rounded)
1002,1,0,1,country nationals,third > country > nationals,2,0,2,True,Third country nationals ordered to leave - annual data (rounded) | Third country nationals returned following an order to leave - annual data (rounded)
1002,2,1,2,ordered to leave annual data rounded,third > country > nationals > ordered > to > leave > annual > data > rounded,0,1,1,False,Third country nationals ordered to leave - annual data (rounded)
1002,3,1,2,returned following an order to leave annual data rounded,third > country > nationals > returned > following > an > order > to > leave > annual > data > rounded,0,1,1,False,Third country nationals returned following an order to leave - annual data (rounded)
1003,0,-1,0,tier,tier,1,0,1,False,Tier-1 capital ratio banking sector
1003,1,0,1,1 capital ratio banking sector,tier > 1 > capital > ratio > banking > sector,0,1,1,False,Tier-1 capital ratio banking sector
1004,0,-1,0,time,time,1,0,10,False,Time spent alone | Time spent doing more than one activity simultaneously | Time spent in total work (paid and unpaid work as main or secondary activity) by sex and by form of work
1004,1,0,1,spent,time > spent,7,0,10,True,Time spent alone | Time spent doing more than one activity simultaneously | Time spent in total work (paid and unpaid work as main or secondary activity) by sex and by form of work
1004,2,1,2,doing more than one activity simultaneously,time > spent > doing > more > than > one > activity > simultaneously,0,1,1,False,Time spent doing more than one activity simultaneously
1004,3,1,2,on,time > spent > on,3,0,3,True,"Time spent on eating at home (as main or secondary activity) | Time spent on health-enhancing (non-work-related) aerobic physical activity by sex, age and educational attainment level | Time spent on travelling by mode of transport"
1004,4,1,2,watching or other media playing computer games and any similar screen activities as main or secondary activity,time > spent > watching > or > other > media > playing > computer > games > and > any > similar > screen > activities > as > main > or > secondary > activity,0,1,1,False,"Time spent watching or other media, playing computer games and any similar screen activities (as main or secondary activity)"
1004,5,1,2,participation time and participation rate in the main activity by sex and educational attainment level,time > spent > participation > time > and > participation > rate > in > the > main > activity > by > sex > and > educational > attainment > level,0,1,1,False,"Time spent, participation time and participation rate in the main activity by sex and educational attainment level"
1005,0,-1,0,alone,time > spent > alone,0,1,1,False,Time spent alone
1006,0,-1,0,in,time > spent > in,2,0,2,True,Time spent in total work (paid and unpaid work as main or secondary activity) by sex and by form of work | Time spent in unpaid forms of work (as main or secondary activity) by sex and by form of work
1006,1,0,1,total work paid and unpaid work as main or secondary activity by sex and by form of work,time > spent > in > total > work > paid > and > unpaid > work > as > main > or > secondary > activity > by > sex > and > by > form > of > work,0,1,1,False,Time spent in total work (paid and unpaid work as main or secondary activity) by sex and by form of work
1006,2,0,1,unpaid forms of work as main or secondary activity by sex and by form of work,time > spent > in > unpaid > forms > of > work > as > main > or > secondary > activity > by > sex > and > by > form > of > work,0,1,1,False,Time spent in unpaid forms of work (as main or secondary activity) by sex and by form of work
1007,0,-1,0,eating at home as main or secondary activity,time > spent > on > eating > at > home > as > main > or > secondary > activity,0,1,1,False,Time spent on eating at home (as main or secondary activity)
1008,0,-1,0,health enhancing non work related aerobic physical activity by sex age and educational attainment level,time > spent > on > health > enhancing > non > work > related > aerobic > physical > activity > by > sex > age > and > educational > attainment > level,0,1,1,False,"Time spent on health-enhancing (non-work-related) aerobic physical activity by sex, age and educational attainment level"
1009,0,-1,0,travelling by mode of transport,time > spent > on > travelling > by > mode > of > transport,0,1,1,False,Time spent on travelling by mode of transport
1010,0,-1,0,providing childcare as main or secondary activity,time > spent > providing > childcare > as > main > or > secondary > activity,0,1,1,False,Time spent providing childcare (as main or secondary activity)
1011,0,-1,0,top,top,1,0,5,False,Top 5 ports - gross weight of goods handled in each port | Top 5 ports for Ro-ro units - gross weight of goods in Ro-Ro units handled in each port | Top 5 ports for containers - gross weight of goods in containers handled in each port
1011,1,0,1,5 ports,top > 5 > ports,2,0,5,True,Top 5 ports - gross weight of goods handled in each port | Top 5 ports for Ro-ro units - gross weight of goods in Ro-Ro units handled in each port | Top 5 ports for containers - gross weight of goods in containers handled in each port
1011,2,1,2,gross weight of goods handled in each port,top > 5 > ports > gross > weight > of > goods > handled > in > each > port,0,1,1,False,Top 5 ports - gross weight of goods handled in each port
