domain,code,measure
"People, Work & Living Conditions",lfso_12agepens,Age at which the person first received an old-age pension (years)
"People, Work & Living Conditions",lfso_12earlyret,Early retirement among persons who receive an old-age pension (%)
"People, Work & Living Conditions",lfso_12penstyp,"Persons who receive a pension, by type of pension (%)"
"People, Work & Living Conditions",lfso_12reduchrs,Persons who reduced their working hours in a move towards retirement (%)
"People, Work & Living Conditions",lfso_12worklong,Economically inactive persons who receive a pension who would have wished to stay longer in employment (%)
"People, Work & Living Conditions",lfso_14loq$dv_615,"Self-declared over-qualified employees as percentage of the total employees by sex, age, migration status and educational attainment level"
"People, Work & Living Conditions",lfso_17seworg,"Self-employed persons having at least one client in the last 12 months by control over working time, and sex"
"People, Work & Living Conditions",lfst_dpw_01,Share of digital platform workers (in the last 12 months) by educational attainment level - experimental statistics
"People, Work & Living Conditions",lfst_dpw_02,Share of digital platform workers (in the last 12 months) by type of task or service - experimental statistics
"People, Work & Living Conditions",lfst_dpw_03,Distribution of digital platform workers (in the last 12 months) by number of hours worked in the last month - experimental statistics
"People, Work & Living Conditions",lfst_dpw_04,Distribution of digital platform workers (at least one hour in the last month) by educational attainment level - experimental statistics
"People, Work & Living Conditions",lfst_dpw_05,Distribution of digital platform workers (at least one hour in the last month) by labour status - experimental statistics
"People, Work & Living Conditions",lfst_dpw_06,Distribution of digital platform workers (at least one hour in the last month) by share of platform income in their earnings - experimental statistics
"People, Work & Living Conditions",lfst_dpw_07,Distribution of digital platform workers (at least one hour in the last month) by social insurance coverage and risk - experimental statistics
"People, Work & Living Conditions",lfst_dpw_08,Distribution of digital platform workers (at least one hour in the last month) by type of work assignment - experimental statistics
"People, Work & Living Conditions",lfst_dpw_09,Distribution of digital platform workers (at least one hour in the last month) by consequences of rejecting the task or service - experimental statistics
"People, Work & Living Conditions",lfst_dpw_10,Distribution of digital platform workers (at least one hour in the last month) by working hours setting - experimental statistics
"People, Work & Living Conditions",lfst_dpw_11,Distribution of digital platform workers (at least one hour in the last month) by price setting - experimental statistics
"People, Work & Living Conditions",lfst_hheredch$dv_2683,"Employment rate of adults by sex, age groups, educational attainment level, number of children and age of youngest child (%)"
"People, Work & Living Conditions",lfst_hhwahchi$dv_1872,"Percentage of employed adults working at home by sex, age groups, number of children and age of youngest child"
"People, Work & Living Conditions",lfst_r_edatd_16,Regional disparities in the rate of early leavers from education and training (NUTS level 2)
"People, Work & Living Conditions",lfst_r_edatd_22,Regional disparities in the rate of young people neither in employment nor in education and training (NEET) (NUTS level 2)
"People, Work & Living Conditions",lfst_r_lmdgeg,Regional disparities in gender employment gap (NUTS level 2)
"People, Work & Living Conditions",lfst_r_lmdltu,Regional disparities in long-term unemployment rates (NUTS level 2)
"People, Work & Living Conditions",med_ec0,Additional indicators
"People, Work & Living Conditions",med_en47,Population connected to Wastewater Treatment
"People, Work & Living Conditions",med_ps111,General indicators
"People, Work & Living Conditions",med_ps112,Population on 1 January by sex and by age group
"People, Work & Living Conditions",med_ps115,Average population (mid-year)
"People, Work & Living Conditions",med_ps12,Demographic indicators
"People, Work & Living Conditions",med_ps311,Poverty lines
"People, Work & Living Conditions",med_ps312,At-risk-of poverty rate
"People, Work & Living Conditions",med_ps313,Poverty ratio
"People, Work & Living Conditions",med_ps32,Access to basic services and housing
"People, Work & Living Conditions",med_ps411,Employment
"People, Work & Living Conditions",med_ps413,Employment characteristics
"People, Work & Living Conditions",med_ps414,Employment and economic activity branches
"People, Work & Living Conditions",med_ps421,Unemployment rate
"People, Work & Living Conditions",med_ps422,Unemployment rate by education level
"People, Work & Living Conditions",med_ps423,Proportion of persons living in jobless households
"People, Work & Living Conditions",med_ps43,Wages
"People, Work & Living Conditions",met_d3dens,Population density by metropolitan regions
"People, Work & Living Conditions",migr_asyaccm$dv_961,"Asylum applicants having had their applications processed under the accelerated procedure, by age, sex and citizenship - monthly data"
"People, Work & Living Conditions",migr_asyapp1mp,First-time asylum applicants - per thousand persons
"People, Work & Living Conditions",migr_asyapp1pc,First-time asylum applicants - % of total asylum applicants
"People, Work & Living Conditions",migr_asyapp1up,First-time asylum applications of unaccompanied minors - % of total first-time asylum applications of minors
"People, Work & Living Conditions",migr_asyappctza$dv_618,"Asylum applicants by type, citizenship, age and sex - annual aggregated data"
"People, Work & Living Conditions",migr_asydec1p,Positive first instance decisions - per thousand persons
"People, Work & Living Conditions",migr_asydec1pc,Asylum decisions at first instance by type of decision - % of total decisions at first instance
"People, Work & Living Conditions",migr_asydecfp,Asylum decisions at final instance by type of decision - % of total decisions at final instance
"People, Work & Living Conditions",migr_asymrca,Applicants having benefited from material reception conditions at the end of the reference year - annual data
"People, Work & Living Conditions",migr_asypenctzm$dv_723,"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data"
"People, Work & Living Conditions",migr_asyresa$dv_629,"Resettled persons by age, sex and citizenship - annual data"
"People, Work & Living Conditions",migr_asytpfa$dv_1381,"Decisions granting temporary protection by citizenship, age and sex - annual aggregated data"
"People, Work & Living Conditions",migr_asytpfm$dv_1383,"Decisions granting temporary protection by citizenship, age and sex - monthly data"
"People, Work & Living Conditions",migr_asytpfpop,Decisions granting temporary protection by citizenship - per thousand persons
"People, Work & Living Conditions",migr_asytpfq$dv_1382,"Decisions granting temporary protection by citizenship, age and sex - quarterly data"
"People, Work & Living Conditions",migr_asytpsm$dv_1384,"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data"
"People, Work & Living Conditions",migr_asytpspop,Beneficiaries of temporary protection by citizenship - per thousand persons
"People, Work & Living Conditions",migr_asywitha$dv_1021,"Asylum applications withdrawn by citizenship, age, sex and type of withdrawal - annual aggregated data"
"People, Work & Living Conditions",migr_eilpop,Persons subject to immigration law enforcement - per thousand persons
"People, Work & Living Conditions",migr_eiord$dv_1261,Third country nationals ordered to leave - annual data (rounded)
"People, Work & Living Conditions",migr_eirtn$dv_1241,Third country nationals returned following an order to leave - annual data (rounded)
"People, Work & Living Conditions",migr_emi5nxt,Emigration by group of country of next usual residence
"People, Work & Living Conditions",migr_imm12prv,Immigration by broad group of country of previous residence
"People, Work & Living Conditions",migr_reschst$dv_1285,"Change of immigration status permits by age, sex and citizenship"
"People, Work & Living Conditions",migr_resfpc,First residence permits by reasons - % of total first residence permits
"People, Work & Living Conditions",migr_reslas$dv_1283,"Long-term residents by age, sex and citizenship on 31 December of each year"
"People, Work & Living Conditions",migr_resltra$dv_1284,"Long-term residence permits issued during the year by age, sex and citizenship"
"People, Work & Living Conditions",migr_respop,First residence permits - per thousand persons
"People, Work & Living Conditions",nama_10_fte,Average full time adjusted salary per employee
"People, Work & Living Conditions",nama_10r_3empers$dv_1564,Employment (thousand persons) by NUTS 3 regions
"People, Work & Living Conditions",prc_colc_surf,Typical dwelling sizes by type of dwelling in each surveyed city
"People, Work & Living Conditions",prc_rem_avg,Average remuneration of national civil servants in central public administration
"People, Work & Living Conditions",prc_rem_cs,Remuneration indexes of national civil servants in central public administration
"People, Work & Living Conditions",prc_rem_nr,National civil servants in central public administration
"People, Work & Living Conditions",qoe_ewcs_1c3,Employed persons discriminated at work during the last 12 months by sex and age
