domain,code,title
Quality of employment,qoe_ewcs_7a1,Employed persons having a good relationship with their colleagues by sex and age
Quality of employment,qoe_ewcs_7a2,Employees having a good relationship with their supervisor by sex and age
Quality of employment,qoe_ewcs_7a3,"Employed persons exposed to employment-related physical, psychological or sexual violence in the last 12 months by sex and age"
Quality of employment,qoe_ewcs_7b1,Employed persons being able to choose their methods of work or to influence their pace of work by sex and age
Quality of employment,qoe_ewcs_7b2,Employees receiving regular feedback from their supervisor by sex and age
Quality of employment,qoe_ewcs_7b3,Employed persons thinking that they do useful work by sex and age
Quality of employment,qoe_ewcs_7b4,Employed persons having to work at very high speed or to tight deadlines by sex and age
Quality of employment,qoe_ewcs_7b5,Employed persons being able to influence decisions that affect their work by sex and age
Agri-environmental indicators,sdg_02_40,Area under organic farming
Agri-environmental indicators,tai04,Final energy consumption by agriculture and forestry sector – tonne of oil equivalent per hectare of UAA
Agri-environmental indicators,sdg_07_30,Energy productivity
Agri-environmental indicators,sdg_02_60,Ammonia emissions from agriculture
Agri-environmental indicators,tai07,Ammonia emissions from agriculture - % of total emissions
Agri-environmental indicators,tai08,Greenhouse gas emissions from agriculture
Agri-environmental indicators,tai10,Estimated soil loss by water erosion by land cover type
Agri-environmental indicators,tai11,Share of landcover types affected by severe erosion
Climate change,cei_gsr011,Greenhouse gases emissions from production activities
Climate change,tai08,Greenhouse gas emissions from agriculture
Climate change,sdg_13_31,Average CO2 emissions per km from new passenger cars
Climate change,sdg_07_10,Primary energy consumption
Climate change,sdg_07_11,Final energy consumption
Climate change,sdg_07_20,Final energy consumption in households per capita
Climate change,nrg_ind_ffgae,Share of fossil fuels in gross available energy
Transport,ttr00005,Goods transport by road
Transport,tran_hv_frmod,Modal split of inland freight transport
Transport,tran_hv_frtra,Volume of freight transport relative to GDP
Transport,tran_hv_pstra,Volume of passenger transport relative to GDP
Transport,ttr00001,Volume of passenger transport relative to GDP
Climate change,tag00014,Number of dairy cows
Climate change,tag00016,Number of bovine animals
Climate change,for_area,Area of wooded land
Climate change,for_vol,Volume of timber
Climate change,for_protect,Protected forests
Climate change,for_profnc,Protective functions of forests
Climate change,tran_im_mosp,Modal shift potential of long-distance road freight in containers - tonne-kilometre
Climate change,ten00139,Energy taxes
Climate change,nrg_ind_ren,Main indicators - share of renewable energy
Climate change,nrg_inf_stcs,Solar thermal collectors' surface
Climate change,sdg_06_60,"Water exploitation index, plus (WEI+)"
Climate change,ten00001,Water resources: long-term annual average
Climate change,ten00006,Water abstracted by sector of use
Climate change,sdg_13_50,Contribution to the international 100bn USD commitment on climate related expending
Skills-related statistics,yth_educ_020,Population (aged 30-34) with tertiary educational attainment level by sex
Skills-related statistics,yth_educ_030,Young persons (aged 20-24) with at least upper secondary educational attainment level by sex
Skills-related statistics,tps00065,Persons aged 25-64 with at least upper secondary educational attainment level by sex
Skills-related statistics,tps00186,Persons aged 20-24 with at least upper secondary educational attainment level by sex
Skills-related statistics,tps00197,Persons with at most lower secondary educational attainment level by age
Skills-related statistics,educ_uoe_grad06,Graduates at doctoral level by sex and age groups - per 1000 of population aged 25-34
Skills-related statistics,educ_uoe_grad07,"Graduates at doctoral level, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 25-34"
Skills-related statistics,tsc00025,Human resources in science and technology (HRST)
Skills-related statistics,tin00028,Internet use by individuals
Skills-related statistics,tin00093,Individuals who have never used the internet
Skills-related statistics,tin00101,Individuals using the internet for seeking health-related information
Skills-related statistics,tin00102,Individuals using the internet for looking for a job or sending a job application
Skills-related statistics,tin00127,Individuals using the internet for participating in social networks
Skills-related statistics,tin00098,Individuals using the internet for selling goods or services
Skills-related statistics,tin00095,Individuals using the internet for finding information about goods and services
Skills-related statistics,tin00103,Individuals using the internet for doing an online course
Skills-related statistics,tin00094,Individuals using the internet for sending/receiving e-mails
Skills-related statistics,tin00099,Individuals using the internet for internet banking
Skills-related statistics,tin00092,Individuals frequently using the internet
Skills-related statistics,tin00091,Individuals regularly using the internet
Skills-related statistics,tepsr_sp410,Individuals who have basic or above basic overall digital skills by sex
Skills-related statistics,isoc_sks_itspt,Employed information and communications technology (ICT) specialists
Skills-related statistics,isoc_sks_itsps,Employed information and communications technology (ICT) specialists by sex
Skills-related statistics,isoc_sks_itspa,Employed information and communications technology (ICT) specialists by age
Skills-related statistics,isoc_ski_itsex,Employed persons with information and communications technology (ICT) education by sex
Skills-related statistics,tsc00003,researchers by sector of performance - head count
Skills-related statistics,tsc00006,Share of women researchers in all sectors
Skills-related statistics,tsc00005,Share of women researchers by sector of performance
Skills-related statistics,tsc00011,Employed persons in high and medium-high technology manufacturing sectors and knowledge-intensive service sectors
Skills-related statistics,tps00172,"Job vacancies in number and % - NACE Rev. 2, B-S, quarterly data"
Skills-related statistics,trng_cvt_12s,Participants in CVT courses by sex and size class - % of persons employed in all enterprises
Skills-related statistics,educ_uoe_enra06,Pupils and students in education aged 30 and over - per 1000 of corresponding age population
Skills-related statistics,educ_uoe_enra08,Students in post-compulsory education - as % of the total population of post-compulsory school age
