code,type,breadcrumb
enpe_educ_figdp,dataset,Database by themes > General and regional statistics > Non EU countries > Eastern European Neighbourhood Policy countries (ENP-East) > Population and social conditions > Education > Expenditure on education > Public expenditure on education - ENP-East countries
rail_tf_ns10_mk,dataset,Database by themes > Transport > Railway transport > Railway traffic > Train traffic on the rail network (2010) > Train traffic on the rail network - the Former Yugoslav Republic of Macedonia (2010)
ilc_scp37$dv_2543,dataset,"Database by themes > Population and social conditions > Disability > Leisure and social participation > Leisure and cultural participation > Persons participating in cultural or sport activities by sex, age, level of disability (activity limitation), activity type and frequency"
rail_tf_ns20_ro,dataset,Database by themes > Transport > Railway transport > Railway traffic > Train traffic on the rail network (2020) > Train traffic on the rail network - Romania (2020)
gbv_ipv_age,dataset,"Database by themes > Population and social conditions > Living conditions and welfare > Gender based violence against women > Violence by intimate partner during lifetime > Ever-partnered women who have experienced violence by an intimate partner, by age group"
tag00027,table,"Database by themes > Agriculture, forestry and fisheries > Agriculture > Crop production > Crop production > Crop production in EU standard humidity (from 2000 onwards) > Crop production in EU standard humidity > Cereals for the production of grain (including seed) by area, production and humidity"
ilc_peps11n,dataset,Database by themes > General and regional statistics > Regional statistics by NUTS classification > Regional poverty and social exclusion statistics > Persons at risk of poverty or social exclusion by NUTS 2 region
ilc_hch16$dv_2262,dataset,"Database by themes > Population and social conditions > Disability > Disability prevalence > Difficulties in functioning in basic actions > Persons reporting basic activity difficulty by sex, age, level of difficulty and educational attainment level"
iww_ec_ent_n,dataset,"Database by themes > Transport > Inland waterways transport > Enterprises, economic performances and employment in inland waterway transport - historical data > Inland waterway transport enterprises by number of vessels (1990 - 2012)"
trng_nfe4,dataset,Database by themes > General and regional statistics > Degree of urbanisation > Lifelong learning > Participation in non-formal education and training by degree of urbanisation (2003)
gbv_ipv_cob,dataset,"Database by themes > Population and social conditions > Living conditions and welfare > Gender based violence against women > Violence by intimate partner during lifetime > Ever-partnered women who have experienced violence by an intimate partner, by country of birth"
hlth_co_bedoc,dataset,Database by themes > Population and social conditions > Health > Health care > Health care activities > Inpatient curative care bed occupancy rate by type of care
rail_tf_ns_si,dataset,Database by themes > Transport > Railway transport > Railway traffic > Train traffic on the rail network (2005) > Train traffic on the rail network - Slovenia (2005)
ilc_lvhd03,dataset,Database by themes > Population and social conditions > Living conditions and welfare > Income and living conditions > EU-SILC modules > Housing difficulties (2023) > Persons having experienced housing difficulties in their lifetime by sex and group of country of birth
sdg_10_20,dataset,Cross cutting topics > Tables on EU policy > Sustainable development indicators > Goal 10 - Reduced inequalities > Disparities in adjusted gross disposable income of households per capita
tespm120,table,Cross cutting topics > Tables on EU policy > Employment and social policy indicators > Social protection performance monitor - indicators > Healthy life years at 65 - males
rail_if_tracks,dataset,Database by themes > Transport > Railway transport > Railway transport infrastructure > Length of railway tracks by electrification of tracks
sdg_15_60,table,Cross cutting topics > Tables on EU policy > Sustainable development indicators > Goal 2 - Zero hunger > Common bird index by type of species - EU aggregate
hsw_ij_nuse,dataset,"Database by themes > Population and social conditions > Health > Health and safety at work > Work related health problems and accidental injuries - LFS 1999 > Accidental injuries > Accidental injuries at work in 1999, by sex"
icw_car_02,dataset,"Database by themes > Population and social conditions > Income, consumption and wealth - experimental statistics > Household characteristics > Distribution of households by household type - experimental statistics"
rail_tf_ns_be,dataset,Database by themes > Transport > Railway transport > Railway traffic > Train traffic on the rail network (2005) > Train traffic on the rail network - Belgium (2005)
